customer_id,recency,frequency,monetary,R,F,M,rfm_score,segment
0071F4C4-9,579,1,160.86,1,1,3,5,At Risk
00722EC3-3,54,4,264.23,4,4,4,12,Champions
0072493B-6,222,3,169.41,2,3,3,8,Potential Loyalist
007271A0-C,46,1,145.59,4,1,3,8,Potential Loyalist
0072B980-4,37,5,249.53,4,4,4,12,Champions
007314AB-5,90,2,167.63,4,2,3,9,Loyal
0073336A-A,41,10,618.84,4,4,4,12,Champions
0073A276-E,524,3,212.01,1,3,3,7,Potential Loyalist
0073C82D-D,246,3,184.96,2,3,3,8,Potential Loyalist
0073E578-A,370,1,41.65,2,1,1,4,Lost
00741245-5,119,2,214.96,3,2,3,8,Potential Loyalist
00744524-4,136,2,167.55,3,2,3,8,Potential Loyalist
00745FF0-B,29,9,723.19,4,4,4,12,Champions
00746EE2-4,48,3,391.08000000000004,4,3,4,11,Champions
007484ED-6,302,1,103.81,2,1,2,5,At Risk
0074BA9B-C,86,1,100.77,4,1,2,7,Potential Loyalist
0074DC0C-3,26,4,358.21999999999997,4,4,4,12,Champions
007526CB-F,341,4,397.42,2,4,4,10,Loyal
007527B1-6,213,2,105.63,3,2,2,7,Potential Loyalist
00754496-6,583,2,88.2,1,2,2,5,At Risk
00756D2C-8,95,1,36.75,3,1,1,5,At Risk
00757112-F,639,1,97.08,1,1,2,4,Lost
0075D3D5-B,322,1,175.31,2,1,3,6,At Risk
0075F4EC-8,469,1,39.2,1,1,1,3,Lost
007617D9-3,729,1,41.65,1,1,1,3,Lost
0076226A-A,156,2,221.73,3,2,3,8,Potential Loyalist
0076D960-4,446,1,49.0,1,1,1,3,Lost
0076E599-9,40,1,154.58,4,1,3,8,Potential Loyalist
0076EE8D-0,346,4,196.84,2,4,3,9,Loyal
00770648-4,373,3,129.85,2,3,3,8,Potential Loyalist
00776355-8,102,3,205.3,3,3,3,9,Loyal
007788D3-7,68,5,370.47999999999996,4,4,4,12,Champions
00779045-E,372,1,49.0,2,1,1,4,Lost
0077C509-3,271,1,49.0,2,1,1,4,Lost
0077EEFE-5,256,1,134.89,2,1,3,6,At Risk
00780C67-6,370,1,83.63,2,1,2,5,At Risk
00786D1A-3,73,3,162.0,4,3,3,10,Loyal
0078C47A-7,195,2,181.46,3,2,3,8,Potential Loyalist
00796B3C-C,212,4,256.15999999999997,3,4,4,11,Champions
00797B18-9,359,1,49.0,2,1,1,4,Lost
0079E6E1-D,234,1,47.43,2,1,1,4,Lost
0079EEEC-8,16,3,147.0,4,3,3,10,Loyal
0079EF09-8,128,1,134.64,3,1,3,7,Potential Loyalist
007A6708-C,35,4,237.14000000000001,4,4,4,12,Champions
007B453D-7,76,5,501.91,4,4,4,12,Champions
007C17EB-C,232,6,356.65999999999997,2,4,4,10,Loyal
007C1EDE-D,425,2,85.75,1,2,2,5,At Risk
007C39E1-D,3,2,247.86,4,2,4,10,Loyal
007CA547-2,361,1,85.06,2,1,2,5,At Risk
007CA56D-C,180,2,195.61,3,2,3,8,Potential Loyalist
007CB8B6-1,3,4,176.4,4,4,3,11,Champions
007CEBB9-A,589,1,103.97,1,1,2,4,Lost
007D1C47-4,325,1,157.77,2,1,3,6,At Risk
007D3D37-B,294,5,341.40999999999997,2,4,4,10,Loyal
007D427A-F,218,2,206.43,3,2,3,8,Potential Loyalist
007D4599-D,277,1,49.0,2,1,1,4,Lost
007D9E46-6,442,1,36.75,1,1,1,3,Lost
007DA95D-0,104,2,180.63,3,2,3,8,Potential Loyalist
007DC4D0-0,581,1,181.0,1,1,3,5,At Risk
007DE858-4,141,2,98.0,3,2,2,7,Potential Loyalist
007E8ACB-1,628,2,93.1,1,2,2,5,At Risk
007F0A1D-F,445,2,88.19999999999999,1,2,2,5,At Risk
007F6BD0-6,286,3,142.1,2,3,3,8,Potential Loyalist
007F9144-7,161,1,46.55,3,1,1,5,At Risk
007F99FE-B,25,9,797.89,4,4,4,12,Champions
007FBBAB-8,116,5,300.97,3,4,4,11,Champions
0080C2A4-9,24,2,130.55,4,2,3,9,Loyal
0080DD79-C,184,4,324.43,3,4,4,11,Champions
00813490-1,709,1,49.0,1,1,1,3,Lost
008151CF-C,118,2,110.6,3,2,2,7,Potential Loyalist
00819140-A,412,1,49.0,2,1,1,4,Lost
0081D72B-7,684,1,150.51,1,1,3,5,At Risk
0081E9C4-9,284,3,139.65,2,3,3,8,Potential Loyalist
0081ED77-4,35,3,244.13,4,3,4,11,Champions
0081FE28-A,590,1,39.2,1,1,1,3,Lost
008279E1-2,452,2,224.61,1,2,4,7,Potential Loyalist
0082B471-C,469,1,44.1,1,1,1,3,Lost
0082CB97-B,87,3,285.84000000000003,4,3,4,11,Champions
0082DEC7-2,113,7,512.1800000000001,3,4,4,11,Champions
0082FCA4-6,636,1,44.88,1,1,1,3,Lost
0083193C-9,199,3,304.51,3,3,4,10,Loyal
008330A8-D,43,2,95.55,4,2,2,8,Potential Loyalist
00833FDC-F,140,1,36.75,3,1,1,5,At Risk
008356A7-1,75,7,417.84000000000003,4,4,4,12,Champions
008428F5-1,477,1,132.41,1,1,3,5,At Risk
008450A1-9,37,2,288.57,4,2,4,10,Loyal
008494A3-9,505,3,381.69,1,3,4,8,Potential Loyalist
00849DA2-D,177,2,230.78,3,2,4,9,Loyal
0084B9C7-C,432,2,303.39,1,2,4,7,Potential Loyalist
0084E207-C,333,2,235.0,2,2,4,8,Potential Loyalist
0084FF9E-5,390,1,72.02,2,1,2,5,At Risk
00850154-6,122,2,88.2,3,2,2,7,Potential Loyalist
00857D15-C,151,6,361.05,3,4,4,11,Champions
0085850F-4,333,1,114.44,2,1,2,5,At Risk
0085CB0C-7,56,1,49.0,4,1,1,6,At Risk
0085CCC6-4,235,2,88.19999999999999,2,2,2,6,At Risk
0085E7E1-2,92,4,295.65999999999997,4,4,4,12,Champions
00864CF1-5,85,4,188.65,4,4,3,11,Champions
00866D61-B,548,1,94.19,1,1,2,4,Lost
0086A2D9-3,11,1,49.0,4,1,1,6,At Risk
0086ADA0-E,16,4,210.13,4,4,3,11,Champions
0086DCC1-E,79,2,139.29000000000002,4,2,3,9,Loyal
00870C04-C,37,6,294.78,4,4,4,12,Champions
00870E18-4,57,3,172.43,4,3,3,10,Loyal
00873E4E-E,470,1,44.1,1,1,1,3,Lost
0087561A-4,10,18,1336.1,4,4,4,12,Champions
00878249-4,197,1,84.46,3,1,2,6,At Risk
0087A6E9-A,663,1,39.43,1,1,1,3,Lost
0087C416-3,173,1,57.91,3,1,2,6,At Risk
0087C563-4,199,1,201.74,3,1,3,7,Potential Loyalist
0087CB8F-B,76,4,239.62,4,4,4,12,Champions
0087F1D2-3,434,1,64.4,1,1,2,4,Lost
00891B60-2,25,1,97.5,4,1,2,7,Potential Loyalist
0089B4A6-7,429,1,49.0,1,1,1,3,Lost
0089FD98-1,380,1,96.94,2,1,2,5,At Risk
008A05A0-9,217,1,46.55,3,1,1,5,At Risk
008A291C-1,188,2,156.85,3,2,3,8,Potential Loyalist
008A2BDC-C,27,2,85.75,4,2,2,8,Potential Loyalist
008A4C3A-D,499,1,207.65,1,1,3,5,At Risk
008A527F-7,388,1,49.0,2,1,1,4,Lost
008A58E7-4,222,2,95.55,2,2,2,6,At Risk
008A8D79-3,6,2,270.98,4,2,4,10,Loyal
008B2F49-C,101,2,98.0,3,2,2,7,Potential Loyalist
008BB736-D,57,1,75.46,4,1,2,7,Potential Loyalist
008C2032-6,104,2,118.77,3,2,2,7,Potential Loyalist
008CDD9E-F,568,1,94.54,1,1,2,4,Lost
008CDE3F-D,171,4,224.21,3,4,4,11,Champions
008D9148-3,18,4,441.34,4,4,4,12,Champions
008DACF2-2,143,2,88.2,3,2,2,7,Potential Loyalist
008E1CBD-6,367,1,41.65,2,1,1,4,Lost
008E2481-B,16,1,44.1,4,1,1,6,At Risk
008E6817-E,123,2,183.36,3,2,3,8,Potential Loyalist
008E8960-C,30,1,47.9,4,1,1,6,At Risk
008EE5FE-D,291,2,137.73000000000002,2,2,3,7,Potential Loyalist
008F03CA-8,244,2,153.01999999999998,2,2,3,7,Potential Loyalist
008F25EF-0,203,2,90.65,3,2,2,7,Potential Loyalist
008F3FC8-E,388,1,58.58,2,1,2,5,At Risk
008F5BF2-1,205,1,49.0,3,1,1,5,At Risk
008FEC66-E,231,2,90.65,2,2,2,6,At Risk
008FFAB9-3,176,2,102.45,3,2,2,7,Potential Loyalist
00900344-E,306,2,148.23000000000002,2,2,3,7,Potential Loyalist
00902A70-9,58,5,517.68,4,4,4,12,Champions
00902BCC-9,101,2,165.62,3,2,3,8,Potential Loyalist
0090310A-E,535,2,241.42000000000002,1,2,4,7,Potential Loyalist
009058E0-3,292,1,46.55,2,1,1,4,Lost
009089BA-B,719,1,75.51,1,1,2,4,Lost
0090CB45-F,71,4,245.82999999999998,4,4,4,12,Champions
0090DC27-8,134,1,44.1,3,1,1,5,At Risk
0090E5F3-1,516,1,39.2,1,1,1,3,Lost
00910206-2,373,2,371.45000000000005,2,2,4,8,Potential Loyalist
00910232-1,351,2,176.19,2,2,3,7,Potential Loyalist
00912F20-C,170,3,254.89000000000001,3,3,4,10,Loyal
00916FD1-A,381,3,222.66,2,3,3,8,Potential Loyalist
009179E9-E,55,2,88.2,4,2,2,8,Potential Loyalist
00917AF9-C,264,1,97.22,2,1,2,5,At Risk
00918FAA-0,258,1,46.55,2,1,1,4,Lost
0091DD26-2,551,1,91.15,1,1,2,4,Lost
0092558C-2,386,1,41.65,2,1,1,4,Lost
00926E8F-B,308,3,199.45,2,3,3,8,Potential Loyalist
00927E7A-3,131,2,173.17000000000002,3,2,3,8,Potential Loyalist
0092983C-0,508,1,41.65,1,1,1,3,Lost
00929BEE-C,39,3,289.46000000000004,4,3,4,11,Champions
0092A8C3-7,253,2,153.82,2,2,3,7,Potential Loyalist
0092B7E6-A,722,1,156.8,1,1,3,5,At Risk
0092E367-E,674,1,62.89,1,1,2,4,Lost
00934AE7-2,650,1,91.17,1,1,2,4,Lost
00945819-C,371,2,95.55,2,2,2,6,At Risk
00950F77-B,656,1,46.55,1,1,1,3,Lost
00951163-D,727,1,49.0,1,1,1,3,Lost
0095854C-1,73,3,282.87,4,3,4,11,Champions
00958660-6,393,1,55.3,2,1,2,5,At Risk
00958BC9-E,177,3,137.47,3,3,3,9,Loyal
0095AC15-E,91,1,49.0,4,1,1,6,At Risk
0095F02D-1,155,1,44.1,3,1,1,5,At Risk
009627E6-8,94,2,163.66,3,2,3,8,Potential Loyalist
0096A4BF-3,564,1,44.1,1,1,1,3,Lost
0096C8E9-7,518,2,90.65,1,2,2,5,At Risk
0096D59E-9,175,2,114.57,3,2,2,7,Potential Loyalist
00978BDA-F,88,6,308.67,4,4,4,12,Champions
00988ACA-2,64,10,606.27,4,4,4,12,Champions
00989A0D-A,413,1,55.66,2,1,2,5,At Risk
0098AF78-0,116,1,144.92,3,1,3,7,Potential Loyalist
0098E4BD-A,180,4,290.63,3,4,4,11,Champions
0098F6D6-C,723,1,153.75,1,1,3,5,At Risk
00995385-1,355,1,36.75,2,1,1,4,Lost
00998F4A-6,522,2,171.01999999999998,1,2,3,6,At Risk
009A1D82-1,170,1,39.2,3,1,1,5,At Risk
009A7EBF-8,111,5,362.38,3,4,4,11,Champions
009A912F-C,384,3,294.42,2,3,4,9,Loyal
009AA02C-5,31,2,130.44,4,2,3,9,Loyal
009ACCE4-5,351,1,49.0,2,1,1,4,Lost
009AE223-7,95,4,176.4,3,4,3,10,Loyal
009AF9BA-8,340,4,549.29,2,4,4,10,Loyal
009B337C-6,61,1,49.0,4,1,1,6,At Risk
009B35EE-2,386,1,155.26,2,1,3,6,At Risk
009B59EE-0,110,1,49.0,3,1,1,5,At Risk
009C0489-F,106,6,436.85,3,4,4,11,Champions
009C1F95-2,103,7,632.25,3,4,4,11,Champions
009CB2CD-C,26,3,243.14000000000001,4,3,4,11,Champions
009CC49B-C,434,3,193.48000000000002,1,3,3,7,Potential Loyalist
009CDECE-D,499,2,103.81,1,2,2,5,At Risk
009D68B9-1,387,1,39.2,2,1,1,4,Lost
009D713F-D,671,1,49.0,1,1,1,3,Lost
009D74C4-2,84,6,333.36,4,4,4,12,Champions
009DA957-5,389,2,120.99000000000001,2,2,2,6,At Risk
009DAAD6-F,37,8,748.05,4,4,4,12,Champions
009E12CC-1,252,1,58.77,2,1,2,5,At Risk
009E54CC-F,616,1,58.11,1,1,2,4,Lost
009E68BF-3,279,1,53.1,2,1,1,4,Lost
009E9A9C-D,241,4,297.81,2,4,4,10,Loyal
009E9ED2-E,33,2,127.85,4,2,3,9,Loyal
009EAECC-9,27,15,1351.09,4,4,4,12,Champions
009EF5C5-3,684,1,49.0,1,1,1,3,Lost
009F235D-3,268,1,202.51,2,1,3,6,At Risk
009F3E0C-D,51,5,235.75,4,4,4,12,Champions
009F7E32-C,195,4,188.65,3,4,3,10,Loyal
009FE710-C,92,8,826.3,4,4,4,12,Champions
00A0333E-1,305,5,432.85,2,4,4,10,Loyal
00A03596-F,1,30,1808.47,4,4,4,12,Champions
00A0A9AB-A,16,2,169.29000000000002,4,2,3,9,Loyal
00A104EF-8,350,1,49.0,2,1,1,4,Lost
00A1082B-A,307,3,153.94,2,3,3,8,Potential Loyalist
00A10BB3-4,289,2,261.49,2,2,4,8,Potential Loyalist
00A14C1C-9,93,3,241.97,3,3,4,10,Loyal
00A166B9-D,22,7,562.05,4,4,4,12,Champions
00A16A1B-A,77,1,66.67,4,1,2,7,Potential Loyalist
00A17D71-A,119,5,354.01,3,4,4,11,Champions
00A1A97C-E,193,5,283.11,3,4,4,11,Champions
00A1D58C-2,75,1,208.44,4,1,3,8,Potential Loyalist
00A2022A-1,534,1,49.44,1,1,1,3,Lost
00A272C7-A,7,4,366.6,4,4,4,12,Champions
00A289D0-5,54,1,46.55,4,1,1,6,At Risk
00A2DE7D-D,536,1,44.1,1,1,1,3,Lost
00A2E34E-9,57,1,98.85,4,1,2,7,Potential Loyalist
00A2F7A8-3,19,8,510.0,4,4,4,12,Champions
00A30320-3,620,2,215.83999999999997,1,2,3,6,At Risk
00A37FA6-4,226,1,221.84,2,1,3,6,At Risk
00A3A16B-3,532,1,44.1,1,1,1,3,Lost
00A420C8-6,683,1,76.02,1,1,2,4,Lost
00A44135-F,174,4,317.09000000000003,3,4,4,11,Champions
00A450B2-F,142,4,418.2,3,4,4,11,Champions
00A452F3-C,121,3,218.09,3,3,3,9,Loyal
00A4806C-1,39,33,2150.63,4,4,4,12,Champions
00A4A493-F,55,2,134.29,4,2,3,9,Loyal
00A4FE23-4,567,1,49.0,1,1,1,3,Lost
00A52409-E,12,33,2114.32,4,4,4,12,Champions
00A54D35-1,291,4,161.7,2,4,3,9,Loyal
00A5711B-9,131,3,261.7,3,3,4,10,Loyal
00A5A98B-B,470,2,120.52000000000001,1,2,2,5,At Risk
00A5E73A-8,20,1,49.0,4,1,1,6,At Risk
00A611DF-B,180,1,44.1,3,1,1,5,At Risk
00A66C06-C,125,2,149.94,3,2,3,8,Potential Loyalist
00A675BC-5,701,1,64.28,1,1,2,4,Lost
00A68632-6,668,1,41.65,1,1,1,3,Lost
00A6AE46-0,59,4,188.47,4,4,3,11,Champions
00A6E8FB-E,91,1,49.0,4,1,1,6,At Risk
00A76FEC-D,507,1,49.0,1,1,1,3,Lost
00A77364-F,236,1,49.0,2,1,1,4,Lost
00A7A8EC-C,33,3,335.71000000000004,4,3,4,11,Champions
00A7F859-0,248,1,111.2,2,1,2,5,At Risk
00A81DE9-D,215,5,228.17,3,4,4,11,Champions
00A8531F-9,142,1,98.47,3,1,2,6,At Risk
00A865FC-6,115,1,41.65,3,1,1,5,At Risk
00A8E03D-5,307,4,268.8,2,4,4,10,Loyal
00A8E7A7-A,267,11,1007.89,2,4,4,10,Loyal
00A950C5-9,344,2,134.05,2,2,3,7,Potential Loyalist
00A95273-5,51,6,424.78000000000003,4,4,4,12,Champions
00A984C9-E,518,1,49.0,1,1,1,3,Lost
00A99F9D-C,21,20,1383.06,4,4,4,12,Champions
00AABF05-E,208,2,100.39,3,2,2,7,Potential Loyalist
00AAC5AE-5,38,3,178.15,4,3,3,10,Loyal
00AADACA-7,585,1,69.79,1,1,2,4,Lost
00AAF3F7-7,273,1,41.65,2,1,1,4,Lost
00AB2BF1-0,241,15,1401.41,2,4,4,10,Loyal
00AB412F-7,51,2,75.95,4,2,2,8,Potential Loyalist
00ABE1C7-7,378,1,72.93,2,1,2,5,At Risk
00AC839B-E,41,5,233.29000000000002,4,4,4,12,Champions
00ACEEFB-7,155,1,39.2,3,1,1,5,At Risk
00ADAD8F-C,720,1,205.48,1,1,3,5,At Risk
00ADCB7A-7,210,6,453.62,3,4,4,11,Champions
00ADEB35-1,499,1,39.2,1,1,1,3,Lost
00AE3499-0,425,6,575.87,1,4,4,9,Loyal
00AE359F-C,673,2,407.38,1,2,4,7,Potential Loyalist
00AE5C84-C,250,1,46.55,2,1,1,4,Lost
00AE81A1-2,294,2,93.1,2,2,2,6,At Risk
00AEC314-6,280,1,44.1,2,1,1,4,Lost
00AEF0AA-2,259,2,138.67000000000002,2,2,3,7,Potential Loyalist
00AF085D-2,10,3,237.36,4,3,4,11,Champions
00AF653D-F,619,1,39.2,1,1,1,3,Lost
00AF7168-6,161,14,1226.94,3,4,4,11,Champions
00AF77B5-1,145,8,635.24,3,4,4,11,Champions
00AFC6BE-3,137,2,93.1,3,2,2,7,Potential Loyalist
00B02FBD-1,673,2,95.55,1,2,2,5,At Risk
00B0578D-9,23,2,192.01999999999998,4,2,3,9,Loyal
00B0736E-9,338,1,151.3,2,1,3,6,At Risk
00B0A1C5-4,105,2,114.53,3,2,2,7,Potential Loyalist
00B0B99B-E,145,3,194.99,3,3,3,9,Loyal
00B14A85-7,663,1,46.55,1,1,1,3,Lost
00B15A35-D,382,2,168.39,2,2,3,7,Potential Loyalist
00B18C57-F,456,2,178.32999999999998,1,2,3,6,At Risk
00B1C534-E,259,1,46.55,2,1,1,4,Lost
00B2378F-B,44,5,298.0,4,4,4,12,Champions
00B23881-1,469,2,85.75,1,2,2,5,At Risk
00B26EFB-F,611,1,185.5,1,1,3,5,At Risk
00B2A824-2,275,6,426.96999999999997,2,4,4,10,Loyal
00B2E922-D,288,2,95.55,2,2,2,6,At Risk
00B33F05-0,107,1,184.73,3,1,3,7,Potential Loyalist
00B340BC-6,158,2,167.23000000000002,3,2,3,8,Potential Loyalist
00B365A1-F,266,1,49.0,2,1,1,4,Lost
00B37992-6,254,3,156.24,2,3,3,8,Potential Loyalist
00B38A0B-5,264,2,90.65,2,2,2,6,At Risk
00B39CF3-2,562,2,219.15,1,2,3,6,At Risk
00B3AB68-D,419,1,55.9,1,1,2,4,Lost
00B3C33C-7,269,2,98.0,2,2,2,6,At Risk
00B40676-A,662,1,122.19,1,1,2,4,Lost
00B497B4-8,321,1,39.2,2,1,1,4,Lost
00B4E437-F,73,3,404.43,4,3,4,11,Champions
00B576C3-A,5,4,337.09000000000003,4,4,4,12,Champions
00B58DF8-4,238,1,120.37,2,1,2,5,At Risk
00B62726-C,77,1,86.22,4,1,2,7,Potential Loyalist
00B66F0D-4,108,2,85.75,3,2,2,7,Potential Loyalist
00B6B19A-8,101,1,47.4,3,1,1,5,At Risk
00B6DF54-B,328,4,173.95,2,4,3,9,Loyal
00B6FF7D-B,70,1,49.0,4,1,1,6,At Risk
00B70F4C-C,19,14,1097.39,4,4,4,12,Champions
00B76DEB-7,160,2,123.59,3,2,3,8,Potential Loyalist
00B7BAAB-B,312,2,110.60999999999999,2,2,2,6,At Risk
00B7D224-E,503,1,51.49,1,1,1,3,Lost
00B7DDCB-4,387,1,36.75,2,1,1,4,Lost
00B82F14-1,467,1,127.12,1,1,3,5,At Risk
00B8319D-4,132,7,438.27,3,4,4,11,Champions
00B87323-3,16,7,307.09000000000003,4,4,4,12,Champions
00B8A88F-9,571,1,165.99,1,1,3,5,At Risk
00B8C265-7,155,2,88.19999999999999,3,2,2,7,Potential Loyalist
00B91680-1,320,5,516.5,2,4,4,10,Loyal
00B91C9F-F,731,1,183.61,1,1,3,5,At Risk
00B92CF0-2,545,1,36.75,1,1,1,3,Lost
00BA155C-9,115,1,52.67,3,1,1,5,At Risk
00BA19B9-2,528,2,93.1,1,2,2,5,At Risk
00BA46EF-8,463,1,182.05,1,1,3,5,At Risk
00BA67AD-B,43,3,232.07999999999998,4,3,4,11,Champions
00BAC6DC-F,325,2,88.2,2,2,2,6,At Risk
00BAE133-B,157,2,99.5,3,2,2,7,Potential Loyalist
00BB0012-7,604,1,46.55,1,1,1,3,Lost
00BB1C20-1,76,2,110.03999999999999,4,2,2,8,Potential Loyalist
00BB97A9-1,25,7,341.9,4,4,4,12,Champions
00BBFE8F-7,48,2,99.50999999999999,4,2,2,8,Potential Loyalist
00BC615B-7,124,1,61.0,3,1,2,6,At Risk
00BC64B5-C,21,8,808.65,4,4,4,12,Champions
00BCA5BF-6,235,1,90.92,2,1,2,5,At Risk
00BD16F0-B,230,2,90.65,2,2,2,6,At Risk
00BD2562-2,696,1,94.81,1,1,2,4,Lost
00BD5AE1-3,471,1,46.55,1,1,1,3,Lost
00BD6E2B-8,19,4,277.99,4,4,4,12,Champions
00BDC2FD-C,61,2,95.55,4,2,2,8,Potential Loyalist
00BE1496-3,53,2,142.88,4,2,3,9,Loyal
00BE26C4-0,348,1,83.77,2,1,2,5,At Risk
00BE2882-E,536,1,46.55,1,1,1,3,Lost
00BEA75D-B,166,1,39.2,3,1,1,5,At Risk
00BF2780-7,445,1,74.68,1,1,2,4,Lost
00BF2830-D,687,1,49.0,1,1,1,3,Lost
00BF4FDA-7,217,7,562.08,3,4,4,11,Champions
00BF94E3-A,527,1,46.55,1,1,1,3,Lost
00BF9D1C-E,172,3,197.31,3,3,3,9,Loyal
00C00081-3,126,1,68.05,3,1,2,6,At Risk
00C08124-7,146,4,329.21000000000004,3,4,4,11,Champions
00C0F1A9-C,188,6,287.45,3,4,4,11,Champions
00C1BAF3-A,241,2,102.13,2,2,2,6,At Risk
00C2085E-6,103,1,41.65,3,1,1,5,At Risk
00C21BEF-0,112,2,94.81,3,2,2,7,Potential Loyalist
00C23F7C-7,674,1,36.75,1,1,1,3,Lost
00C2E678-4,663,1,36.75,1,1,1,3,Lost
00C3F267-3,283,2,98.0,2,2,2,6,At Risk
00C41D1B-5,108,4,217.93,3,4,3,10,Loyal
00C48B5E-5,308,3,147.0,2,3,3,8,Potential Loyalist
00C4936A-1,132,1,54.86,3,1,2,6,At Risk
00C4E19E-5,377,2,95.55,2,2,2,6,At Risk
00C5136F-A,579,1,41.65,1,1,1,3,Lost
00C5171D-D,123,2,112.03999999999999,3,2,2,7,Potential Loyalist
00C5298F-8,686,1,79.84,1,1,2,4,Lost
00C58D80-E,21,10,773.78,4,4,4,12,Champions
00C5A756-3,556,2,144.84,1,2,3,6,At Risk
00C61C36-E,202,2,85.75,3,2,2,7,Potential Loyalist
00C658D6-E,641,1,44.1,1,1,1,3,Lost
00C67388-F,57,4,161.7,4,4,3,11,Champions
00C67E94-0,63,1,39.2,4,1,1,6,At Risk
00C68676-7,162,2,157.07,3,2,3,8,Potential Loyalist
00C6AD15-C,327,1,44.1,2,1,1,4,Lost
00C72724-5,680,1,118.32,1,1,2,4,Lost
00C728F7-6,13,2,173.57,4,2,3,9,Loyal
00C75D0C-0,41,2,203.39,4,2,3,9,Loyal
00C7BFF6-9,602,1,46.55,1,1,1,3,Lost
00C7C2A9-5,712,1,36.75,1,1,1,3,Lost
00C7DD5D-1,439,3,351.99,1,3,4,8,Potential Loyalist
00C7E5E9-3,275,3,242.89,2,3,4,9,Loyal
00C7EB71-2,339,2,145.49,2,2,3,7,Potential Loyalist
00C7F0ED-C,573,2,129.94,1,2,3,6,At Risk
00C7FE08-B,249,3,132.3,2,3,3,8,Potential Loyalist
00C818BA-A,219,5,376.49,3,4,4,11,Champions
00C833C4-1,398,1,46.55,2,1,1,4,Lost
00C83841-B,23,1,49.0,4,1,1,6,At Risk
00C85D7D-0,64,1,110.94,4,1,2,7,Potential Loyalist
00C87244-C,310,2,116.13999999999999,2,2,2,6,At Risk
00C87A58-E,89,4,288.66999999999996,4,4,4,12,Champions
00C88A27-5,137,2,95.55,3,2,2,7,Potential Loyalist
00C902B4-8,163,3,152.42000000000002,3,3,3,9,Loyal
00C92E59-9,351,1,96.75,2,1,2,5,At Risk
00C932E3-3,33,10,514.14,4,4,4,12,Champions
00C99FE9-5,128,2,93.1,3,2,2,7,Potential Loyalist
00CA1736-0,44,2,135.17000000000002,4,2,3,9,Loyal
00CA2771-F,183,1,50.34,3,1,1,5,At Risk
00CA720B-1,239,3,185.39999999999998,2,3,3,8,Potential Loyalist
00CAAA6E-E,543,1,49.0,1,1,1,3,Lost
00CAAF50-3,243,1,200.11,2,1,3,6,At Risk
00CAC1C2-7,34,5,395.59000000000003,4,4,4,12,Champions
00CBDE5D-B,602,2,266.4,1,2,4,7,Potential Loyalist
00CC2908-A,96,3,144.55,3,3,3,9,Loyal
00CC7874-9,389,2,127.31,2,2,3,7,Potential Loyalist
00CCB566-0,295,1,49.0,2,1,1,4,Lost
00CCD4D4-7,274,2,77.46000000000001,2,2,2,6,At Risk
00CCF73C-2,205,1,46.55,3,1,1,5,At Risk
00CD5E37-0,369,5,420.84,2,4,4,10,Loyal
00CD7233-4,326,3,263.01,2,3,4,9,Loyal
00CD74CD-F,61,1,36.75,4,1,1,6,At Risk
00CD98D1-1,568,1,41.65,1,1,1,3,Lost
00CD996F-2,126,4,183.75,3,4,3,10,Loyal
00CDCCE8-1,572,2,153.16,1,2,3,6,At Risk
00CE1F96-0,462,2,225.79999999999998,1,2,4,7,Potential Loyalist
00CE208C-0,431,1,203.33,1,1,3,5,At Risk
00CE96A6-8,339,1,106.66,2,1,2,5,At Risk
00CEDBD6-B,18,3,147.0,4,3,3,10,Loyal
00CF20A2-A,31,4,466.40999999999997,4,4,4,12,Champions
00CF3BB1-9,120,1,90.38,3,1,2,6,At Risk
00CF6049-5,19,12,733.67,4,4,4,12,Champions
00CF7B30-5,392,3,283.52,2,3,4,9,Loyal
00CFC4AB-5,14,10,702.75,4,4,4,12,Champions
00CFC4D1-4,36,1,136.62,4,1,3,8,Potential Loyalist
00CFE093-9,125,4,277.36,3,4,4,11,Champions
00CFE57F-3,60,8,533.29,4,4,4,12,Champions
00D06774-D,309,1,98.72,2,1,2,5,At Risk
00D0C606-3,475,4,222.06,1,4,3,8,Potential Loyalist
00D0E401-0,186,1,49.0,3,1,1,5,At Risk
00D160E9-0,323,3,139.65,2,3,3,8,Potential Loyalist
00D1D185-0,36,12,798.22,4,4,4,12,Champions
00D1D5DE-9,321,1,113.54,2,1,2,5,At Risk
00D1E16F-C,59,2,228.46,4,2,4,10,Loyal
00D20492-4,6,1,48.05,4,1,1,6,At Risk
00D22BB4-E,303,3,178.84,2,3,3,8,Potential Loyalist
00D2A886-A,612,1,46.55,1,1,1,3,Lost
00D2C4CA-3,5,2,123.55000000000001,4,2,3,9,Loyal
00D3152D-6,8,5,289.34000000000003,4,4,4,12,Champions
00D3531B-5,449,3,319.54,1,3,4,8,Potential Loyalist
00D41F1B-E,71,2,93.1,4,2,2,8,Potential Loyalist
00D42C47-F,644,1,49.0,1,1,1,3,Lost
00D4ED18-A,62,1,41.65,4,1,1,6,At Risk
00D4F074-6,10,3,124.95,4,3,3,10,Loyal
00D52F8C-B,81,1,64.55,4,1,2,7,Potential Loyalist
00D550E5-4,33,5,288.05,4,4,4,12,Champions
00D5B17D-4,285,2,207.82999999999998,2,2,3,7,Potential Loyalist
00D5B955-6,105,10,800.03,3,4,4,11,Champions
00D5E028-5,384,1,41.18,2,1,1,4,Lost
00D5F2D1-3,118,7,488.4,3,4,4,11,Champions
